imdbcode,keywords
tt2140379,"['medical', 'cancer', 'hallucination', 'person on fire', 'burned alive', 'father daughter relationship', 'google search', 'googling for information', 'reference to wikipedia', 'mind transfer']"
tt1837703,"['internet', 'pantyhose', 'red pantyhose', 'female stockinged legs', 'female stockinged feet', 'female stockinged soles', 'wikileaks', 'computer hacker', 'whistleblowing', 'news leak']"
tt1747958,"['family relationships', 'brother brother relationship', 'murder', '1970s', 'love', 'money', 'policeman', 'police', 'new york city', 'remake of french film']"
tt1454029,"['chocolate pie', 'writer', 'first job', 'writing a novel', 'newspaper columnist', 'expectant mother', 'pregnant woman', 'pregnant wife', 'pregnancy', 'aging']"
tt4846340,"['1960s', 'nasa', 'space program', 'segregation', 'african american', 'discrimination', 'racism', 'mathematician', 'astronaut', 'computer programming']"
tt1408253,"['police', 'security guard', 'street shootout', 'gunfight', 'outrunning explosion', 'gas explosion', 'bodyguard', 'thug', 'henchman', 'gunshot wound']"
tt0989757,"['love letter', 'u.s. army', 'army', 'coin collector', 'surfboard', 'autism', ""asperger's syndrome"", 'wounded soldier', 'voice over letter', 'father son relationship']"
tt1047540,"['misbehavior', 'grandfather granddaughter relationship', 'fired', 'grandfather grandson relationship', 'grandmother granddaughter relationship', 'grandmother grandson relationship', 'helicopter parents', 'chores', 'punishment', 'father figure']"
tt1411238,"['male objectification', 'older man younger woman relationship', 'female doctor', 'male rear nudity', 'sex in shower', ""st. valentine's day"", 'irresponsible woman', 'family relationships', 'sex in car', 'sexual attraction']"
tt1524137,"['drug lord', 'smuggling', 'contraband', 'prison', 'cocaine', 'buried alive', 'gunfight', 'police chase', 'suspense', 'neo noir']"
tt1753383,"['deflated football', 'dog', 'reincarnation', 'grandparents', 'firecracker', 'animal narrator', 'football', 'no opening credits', 'policeman', 'pet owner relationship']"
tt1327194,"['post traumatic stress disorder', 'arrogance', 'disarming someone', 'child in peril', 'father figure', 'boy', 'fall', 'party', 'ritual', 'chores']"
tt1787759,"['2010s', 'madea series']"
tt2609758,"['mable madea simmons character', '2010s', 'christmas', 'holiday', 'rural setting', 'madea series', 'stubbornness', 'bullying', 'father son relationship', 'classroom']"
tt1601913,"['snow', 'survival', 'wolf', 'alcohol', 'howling', 'airplane crash', 'younger version of character', 'characters murdered one by one', 'roughnecks', 'man wears eyeglasses']"
tt0435651,"['black and white segues into color', 'community', 'dystopia', 'memory', 'color', 'future', 'totalitarianism', 'training', 'truth', 'baby']"
tt3530002,"['christmas', 'christmas party', 'new york city', 'male frontal nudity', 'drug dealer', 'christmas eve', 'penis pictures', 'manhattan new york city', 'rockefeller center manhattan new york city', 'stabbed in the hand']"
tt1322269,"['incestuous relationship', 'pills', 'cancer', 'death of husband', 'family secret', 'sister sister relationship', 'mother daughter relationship', 'anger', 'suicide', 'secret']"
tt1647668,"['baseball', 'india', 'based on true story', 'cricket the sport', 'sports agent', 'training', 'audition', 'hotel', 'fish out of water', 'talent search']"
tt6850820,"['revenge', 'loss of husband', 'female protagonist', 'corruption', 'woman beats up a man', 'martial arts', 'vigilante', 'driveby shooting', 'skid row', 'drug cartel']"
tt2039393,"['gambler', 'gambling', 'gambling debt', 'gambling addiction', 'younger version of character', 'identity crisis', 'neo noir', 'man tied up', 'tied to chair', 'risk']"
tt4824302,"['single father', 'mother daughter relationship', 'holiday in title', ""mother's day"", 'overalls', 'ensemble film', 'ensemble cast', 'woman']"
tt3401882,"['high school teacher', 'prank', 'last day of school', 'fight between teachers', 'school fight', 'high school', 'lesbian kiss', 'baseball bat', 'security guard', 'blackmail']"
tt1366344,"['brother sister relationship', 'gay teenager', 'babysitting', 'child in peril', 'car crash', 'wanted poster', 'punched in the face', 'woman punching a man', 'pool hall', 'explosion']"
tt2223990,"['national football league', 'smartphone', 'chevrolet', 'chevrolet camaro', 'gatorade', 'tubi tv', 'head coach', 'nfl', 'linebacker', 'team owner']"
tt0498381,"['vcr', 'curse', 'sequel', 'videotape', 'horror icon', 'blind man', 'church', 'surprise ending', 'bare chested male', 'climbing out of a well']"
tt1270761,"['mansion', 'basement', 'interior designer', 'fear', 'imp', 'child in peril', 'little girl', 'supernatural horror', 'psychotronic film', 'haunted basement']"
tt0480255,"['special forces', 'revenge', 'hacking', 'hijacking', 'martial arts', 'cowboy hat', 'dc comics', 'studio logo segues into film', 'time bomb', 'aircraft']"
tt1083452,"['ski jumper', 'coach', '1988 winter olympics', 'winter olympics', 'athletic training', 'winter sports', 'athlete', 'ski jumping', 'based on real person', 'unlikely hero']"
tt2872750,"['no dialogue', 'memory loss', 'sheep', 'dog', 'stop motion animation', 'counting sheep', 'farm', 'city', 'animal control', 'amnesia']"
tt1633356,"['shark', 'male nudity', 'camel toe', 'no cell phone signal', ""reference to guns n' roses"", 'psychotronic film', '3d', 'man tied up', 'grindhouse film', 'midnight movie']"
tt0075488,"['unintentional humor', 'highway patrol', 'california', 'motorcycle cop', 'police protagonist', 'los angeles california', 'police', 'buddy', 'buddy cop', '1970s']"
tt1966359,"['fool', 'chump', 'craziness', 'silliness', 'idiot', 'brother brother relationship', 'twins', 'fraternal twins', 'stupidity', 'urination']"
tt2193215,"['drug smuggling', 'binoculars', 'severed head', 'no panties', 'priest', 'confession', 'prison visit', 'prison', 'diamond ring', 'diamond']"
tt2328900,"['pox', 'religion', 'prison', 'rear entry sex', 'protestant', 'sword', 'battle', 'stabbing', 'imprisonment', 'england']"
tt0872230,"['birthday', 'slasher', 'schizophrenia', 'possession', 'dual personality', 'revenge', 'bully', 'multiple personality disorder', 'characters murdered one by one', 'murdered on birthday']"
tt1291584,"['father son relationship', 'jarhead', 'war machine', 'military industrial complex', 'tournament', 'mixed martial arts', 'brother brother relationship', 'miniskirt', 'boxing ring', 'bruise']"
tt4622512,"['lesbianism', 'based on real events', 'tennis player', '1970s', 'battle of the sexes', 'adultery', 'tennis', 'tennis match', 'gender equality', 'posing nude']"
tt1792647,"['woman wears a bikini', 'cirque du soleil', 'aerialist', 'clown', 'circus', 'hands tied', 'water ballet', 'swimming underwater', 'mime', 'quicksand']"
tt2006295,"['survival', 'rescue', 'latin america', 'street vendor', 'working class', 'earthquake', 'cave in', 'panic', 'buried alive', 'hard hat']"
tt0968264,"['abraham lincoln character', 'john wilkes booth character', 'mary todd lincoln character', 'assassination', 'assassin', 'assassination plot', 'political assassination', 'andrew johnson character', 'political conspiracy', 'period drama']"
tt0067800,"['sexual desire', 'rape', 'home invasion', 'outsider', 'hanged cat', 'breasts', 'trauma', 'rural setting', 'pacifism', 'farmhouse']"
tt0379786,"['on the run', 'smuggler', 'slim attractive girl', 'girl with long feminine hair', 'spacecraft', 'spaceship', 'captain', 'one world government', '26th century', 'megacorporation']"
tt1226837,"['drug addict', 'father son relationship', 'addiction', 'mother son relationship', 'crystal meth', 'inverness california', 'drug rehabilitation', 'based on memoir', 'stepmother stepson relationship', 'marijuana']"
tt5968394,"['alien invasion', 'resistance', 'apocalypse', 'dystopia', 'year 2028', 'near future', 'two word title', 'younger version of character', 'year 2019', 'violence']"
tt5314190,"['world war one', 'american history', 'heroic dog', 'military working dog', 'animal protagonist', 'based on true story', 'dog', 'voice over narration', 'soldier', 'paris france']"
tt0082118,"['summer camp', 'prank', 'slasher', 'revenge', 'scissors', 'garden shears', 'serial murder', 'teen horror', 'villain', 'bad guy']"
tt0491203,"['painter', 'marriage', 'thief', 'doctor', 'adultery', 'drunkenness', 'prostitute', 'lying', 'portrait', 'artist']"
tt2140037,"['gun store', 'female fighter', 'quick draw', 'gunfight', 'weapon', 'threatened with a knife', 'revolver', 'rifle', 'character name in title', 'ex lover']"
tt0337692,"['listening to sex', 'bisexual', 'pregnancy', 'woman on top', 'orgasm', 'watching sex', 'spying on couple having sex', 'overhearing sex', 'female nudity', 'road movie']"
tt1125929,"['female full frontal nudity', 'ex convict', 'woman wears a bikini', 'woman wears lingerie', 'blowjob', 'blurry vision', 'brothel', 'fight', 'argentine', 'cancer']"
tt2952602,"['china', 'martial arts', 'police', 'kung fu', 'fight', 'wire fu', 'shot to death', 'flashback', 'prison fight', 'prison']"
tt0094947,"['seduction', 'emotional abuse', 'france', 'sexual manipulation', 'nipples', 'rape', 'woman', 'corruption', 'illegitimate pregnancy', 'unwanted pregnancy']"
tt2239832,"['african american', 'five word title', 'african american protagonist', 'black romance', 'mother son relationship', 'hotel room', 'hotel', 'hotel lobby', 'boyfriend girlfriend relationship', 'fiance']"
tt2671706,"['frustrated man', 'adopted child', 'disabled character', 'pulitzer prize source', 'stubborn old man', 'baseball', '20th century', 'united states of america', 'usa', 'father']"
tt0087277,"['teenage rebellion', 'small town', 'high school dance', 'church', 'sweating', 'youth', 'teenager', 'dancing', 'dance', 'father daughter conflict']"
tt2568862,"['bank', 'caper comedy', 'buddy comedy', 'senior', 'money', 'toilet', 'wristwatch', 'watch', 'playing saxophone', 'skype']"
tt0464154,"['piranha', 'killer animal', 'female sheriff', 'boat', 'female in swimsuit', 'spring break', 'cheerleader', 'legs', 'female frontal nudity', 'nudity']"
tt1433108,"['suspense', 'vigilante', 'hitman', 'veteran cop', 'vigilante cop', 'ex con', 'reference to god', 'reference to jesus christ', 'reference to quasimodo', 'revenge killing']"
tt1742650,"['2010s', 'breadwinner', 'female breadwinner', 'man wears eyeglasses', 'black comedy', 'delivery boy', 'gym', 'dinner', 'punishment', 'party']"
tt1833673,"['heist', 'bank', 'brother brother relationship', 'money falling through the air', 'hat', 'nightmare', 'younger version of character', 'vengeance', 'circus', 'suicide']"
tt6966692,"['on the road', '1960s', 'musician', 'hotel', 'jail', 'piano', 'pianist', 'ymca', 'implied male nudity', 'hot dog eating contest']"
tt0884732,"['bachelor party', 'bride and groom', 'marriage', 'nipples visible through clothing', 'bare breasts', 'cleavage', 'wedding dress', 'blonde', '1972 chevrolet', 'voyeur']"
tt1124035,"['politics', 'presidential campaign', 'intrigue', 'presidential election', 'campaigning', 'political campaign', 'political candidate', 'election campaign', 'political thriller', 'male objectification']"
tt5580266,"['agitprop', 'loss of friend', 'teenage girl', 'black american', 'high school', 'family relationships', 'murder of friend', 'father daughter relationship', 'kissing in a car', 'hair brush']"
tt1798709,"['loneliness', 'romance with artificial intelligence', 'divorce', 'future', 'artificial intelligence', 'sex surrogate', 'fetish sex', 'female nudity', 'relationship problems', 'break up']"
tt1568921,"['the borrowers', 'studio ghibli', 'five word title', 'directorial debut', 'based on a novel', 'female protagonist', 'miniature person', 'foreign language adaptation', 'modern day', 'anime']"
tt1506999,"['cleavage', 'super soldier', 'die hard scenario', 'assassin', 'one woman army', 'espionage', 'kiss on lips', 'kiss on the lips', 'french kiss', 'french kissing']"
tt1893256,"['ex special forces', 'tough guy', 'anti hero', 'haunted by the past', 'assumed identity', 'street life', 'enforcer', 'guilt', 'nun', 'title spoken by character']"
tt4550098,"['revenge', 'loss of wife', 'female frontal nudity', 'abortion', 'based on novel', 'manuscript', 'art gallery', 'flashback', 'female nudity', 'grief']"
tt3007512,"['world war one', '1910s', 'gallipoli', 'australian', 'battle of gallipoli', 'denial of armenian genocide', 'ottoman empire', 'year 1915', 'directed by an actor', 'actor director']"
tt3210686,"['resurrection', 'reference to god', 'loincloth', 'bare chested male', 'male protagonist', 'mother son relationship', 'suffering', 'betrayal', 'crying woman', 'roman empire']"
tt2980648,"['restaurant', 'cooking', 'chef', 'haute cuisine', 'interracial romance', 'michelin guide', 'business rivalry', 'culture clash', 'france', 'indian restaurant']"
tt2023453,"['sequel', 'diary', 'boy', 'dog', 'barefoot male', 'bare chested boy', 'bare chested male', 'summer vacation', 'camping', 'best friend']"
tt2387559,"['lawyer', 'children', 'identity', 'lawsuit', 'sperm donor', 'car accident', 'head held underwater', 'jersey the garment', 'truck', 'manicure']"
tt0475290,"['film within a film', 'communist conspiracy', 'screenwriter', 'western movie', 'studio system', 'film industry', 'illegitimate pregnancy', 'studio executive', 'actor cast against type', 'dance number']"
tt6003368,"['sequel', 'diary', 'boy', 'cell phone video', 'cell phone', 'cartoon on tv', 'close up of mouth', 'close up of eyes', 'reference to charlize theron', 'no opening credits']"
tt2312718,"['dea', 'gang leader', 'one against many', 'redneck', 'kidnapped child', 'father daughter relationship', 'ex dea agent', 'former dea agent', 'raid', 'bullying']"
tt2938956,"['car', 'driver', 'car stunt', 'private jet', 'airfield', 'tough girl', 'robber', 'female robber', 'gas attack', 'fourth part']"
tt11490170,['girl']
tt6000478,"['lawyer', 'court', 'murder', 'los angeles california', 'courtroom', 'black american', 'african american', 'jail visitation', 'death of law parter', 'murder of protagonist']"
tt1206543,"['drug dealer', 'ramapo new jersey', 'social decay', 'fight club', 'ambiguous ending', 'revenge', 'brother brother relationship', 'worker', 'mill', 'fighting']"
tt5721088,"['christmas', 'new jersey', 'snow', 'written by director', 'palm springs california', 'champagne', ""quoting shakespeare's romeo and juliet"", 'reference to caravaggio', 'bubble bath', ""quoting shakespeare's richard iii""]"
tt1726592,"['amnesia', 'infidelity', 'memory', 'therapist', 'female nudity', 'flashback', 'nudity', 'female rear nudity', 'accident', 'anterograde amnesia']"
tt1859650,"['written and directed by cast member', 'leftist radical', 'multiple storyline', 'italy', 'legs crossed', 'anthology film', 'ensemble cast', 'high heels', 'red high heels', 'woman took off high heels']"
tt1045658,"['bipolar disorder', 'adulterous wife', 'unhappy marriage', 'promiscuous woman', 'unconventional romance', 'young widow', 'superstition', 'violating a restraining order', 'reference to philadelphia eagles', 'family relationships']"
tt2531344,"['sex scene', 'nubile', 'nubile girl', 'cowgirl sex position', 'male frontal nudity', 'female nudity', 'topless female nudity', 'virgin', 'virgin wants to have sex', 'mini dress']"
tt0837563,"['horror movie remake', 'cat', 'based on book', 'indian burial ground', 'childhood flashback', 'dead daughter', 'death of daughter', 'loss of daughter', 'back from the dead', 'unhappy ending']"
tt0795368,"['dark comedy', 'black comedy', 'ensemble comedy', 'ensemble film', 'funeral', 'gay', 'farce', 'london england', 'ensemble cast', 'united kingdom']"
tt1405500,"['sex scene', 'woman', 'poem', 'f rated', 'african american protagonist', 'three word title', 'multi protagonist', 'female protagonist', 'female nudity', 'abandonment']"
tt1458169,"['kidnapping', 'child kidnapping', 'hit and run', 'high speed car chase', 'female protagonist', 'one word title', 'small town', 'hostage', 'held at gunpoint', 'rescue']"
tt1340800,"['spy', 'cold war', 'mole', 'woman on top', 'intelligence', 'espionage', '1970s', 'budapest hungary', 'neo noir', 'secret document']"
tt5816682,"['royal court', 'unlikely friendship', 'queen of england', 'muslim', 'courtier', 'racism', 'snob', 'silver jubilee', 'odd couple', 'based on true story']"
tt1321860,"['depression', 'suicidal', 'hospital', 'marriage problems', 'marriage', 'teenager', 'speech', 'dysfunctional family', 'directed by star', 'directed by co star']"
tt3182620,"['ukraine', 'famine', 'holodomor', 'genocide', 'soviet', 'josef stalin character', 'artist', 'rape', 'peasant', 'icon']"
tt6857112,"['hall of mirrors', 'scissors', 'year 1986', 'evil twin', 'doppelganger', 'home invasion', 'rabbit', 'mask', 'amusement park', 'ballerina']"
tt3783958,"['musician', 'los angeles california', 'actress', 'pianist', 'aspiring actress', 'bigger dreams', 'jazz club', 'audition', 'library', 'pipe dream']"
tt1457767,"['ghost', 'exorcism', 'haunted house', 'possession', 'paranormal investigation', 'supernatural power', 'evil', 'evil being', 'evil entity', 'evil presence']"
tt2543472,"['mother son relationship', 'facial deformity', 'interracial relationship', 'marriage', 'father son relationship', 'deformity', 'human deformity', 'bully', 'bullying', 'star wars reference']"
tt1116184,"['full frontal male nudity', 'stripped prison uniform', 'hairy chest', 'bare chested male', 'male frontal nudity', 'male rear nudity', 'disgusting', 'gross out comedy', 'male vomits', 'man deficates']"
tt4651520,"['female full frontal nudity', 'pubic hair', 'female nudity', 'nudity', 'misandry', 'crying woman', 'caught masturbating', 'reference to anal sex', 'reference to mad max', 'drugs']"
tt6823368,"['cheerleader', 'cheerleader legs', 'cheerleader uniform', 'cheerleader costume', 'sexy legs', 'pig', 'feminine beauty', 'bacon', 'leg', 'pretty legs']"
tt2103254,"['overweight woman', 'character name as title', 'damaged car', 'chubby woman', 'car damage', 'written by star', 'written by director', 'grandmother', 'car', 'on the road']"
tt1033575,"['father daughter relationship', 'boating accident', 'hawaii', 'cheating wife', 'dying mother', 'bikini girl', 'infidelity', 'unfaithful wife', 'daughters', 'marriage']"
tt5325452,"['halloween', 'madea series', 'mable madea simmons character', '2010s', 'halloween prank', 'ghost story', 'fraternity', 'clown costume', 'trick or treat', 'cow costume']"
tt2215285,"['2010s', 'wall street', 'investment banker', 'banker', 'ponzi scheme', 'madea series', 'culture shock', 'interracial relationship', 'grandmother', 'banking']"
tt1294226,"['father daughter relationship', 'love', 'beach', 'pianist', 'fire', 'father figure', 'divorced parents', 'brother sister relationship', 'loss of father', 'summer romance']"
tt1391137,"['repeat sequel', 'six word title', 'question mark in title', 'returning character killed off', 'writer director', 'sequel', 'sequel to remake', 'second part', 'question in title', 'actor shares first name with character']"
tt2024544,"['torture', 'kidnapping', 'racism', 'whipping', 'slavery', 'male frontal nudity', 'separation from family', 'film starts with sex', 'based on true story', 'physical abuse']"
tt2674426,"['quadriplegic', 'assisted suicide', 'euthanasia', 'accident', 'wheelchair', 'scatty female', 'suicidal', 'unemployment', 'disability', 'unskilled worker']"
tt7634968,"['spin off', 'competition', 'agent', 'black man', 'black woman', 'woman with masculine short hair', 'woman on top', 'sex scene', 'misogyny', 'feminist']"
tt3628584,"['barack obama character', 'barber shop', 'barber', 'barbershop', 'four word title', 'ensemble cast']"
tt7040874,"['drowning', 'missing woman', 'female friendship', 'missing friend', 'missing person', 'life insurance', 'twin sister killing twin sister', 'female rear nudity', 'ass', 'daughter kills father']"
tt1020072,"['civil rights', 'protest', 'selma alabama', 'courage', 'u.s. politics', 'historical revisionism', 'revisionist history', 'president', 'voting rights act', 'montgomery alabama']"
tt1895587,"['child molestation', 'investigation', 'sexual abuse', 'catholic church', 'cover up', 'newspaper', 'journalist', 'catholicism', 'investigative journalism', 'journalism']"
tt6063050,"['male nudity', 'villainess played by lead actress', 'female psychopath', 'divorce', 'college', 'courtroom', 'bloody nose', 'younger version of character', 'husband wife relationship', 'therapist']"
tt4587656,"['king', 'bible story', 'talking animal', 'donkey', 'pregnant', 'escape', 'chase', 'dog', 'sheep', 'baby']"
tt3531824,"['dare', 'game', 'online game', 'new york city', 'dark web', 'tattoo', 'unexpected kiss', 'kiss', 'dressing room', 'single parent']"
tt3231054,"['biblical', 'roman soldier', 'tomb', 'resurrection', 'ascension day', 'empty tomb', 'manhunt', 'interrogation', 'exhumation', 'apostle']"
tt1666186,"['male objectification', 'pacifier', 'taking off shirt', 'reference to penis size', 'crotch grab', 'bella swan character', 'rosalie hale character', 'charlie swan character', 'edward cullen character', 'esme cullen character']"
tt1440728,"['female killer', 'dark hero', 'anti hero', 'female full frontal nudity', 'kissing breasts', 'female pubic hair', 'pubic hair', 'cunnilingus', 'assembling a rifle', 'female frontal nudity']"
tt1268799,"['sex scene', 'unwed pregnancy', 'lingerie', 'white castle', 'female frontal nudity', 'christmas party', 'jesus christ character', 'santa claus character', 'apostle peter character', 'scantily clad female']"
tt1572315,"['cleavage', 'scantily clad female', 'topless female nudity', 'breasts', 'bare breasts', 'nude', 'nude girl', 'nudity', 'female nudity', 'female frontal nudity']"
tt1371150,"['childhood home', 'loss of father', 'lesbian kiss', 'lesbian', 'radio show host', 'breast implant', 'jewish family', 'brain injury', 'rabbi', 'pregnancy']"
tt0795461,"['santa claus character', 'christian grey character', 'mike tyson character', 'mable madea simmons character', 'ape', 'ballet', 'psychic', '2010s', 'cameo appearance', 'kissing while having sex']"
tt0815236,"['pubic hair', 'female removes her clothes', 'nudity', 'sex scene', 'voyeur', 'voyeurism', 'airport', 'blonde', 'airport security', 'swimming pool']"
tt1226753,"['nazi war criminal', 'holocaust survivor', 'war criminal', 'tel aviv israel', 'secret mission', 'israel', 'nazi hunter', 'sex with a colleague', 'scantily clad female', 'panties']"
tt0433362,"['vampire nation', 'supernatural', 'vampire', 'blood', 'vampire society', 'captured people', 'blood for sale', 'becoming human', 'vampirism', 'cure for vampirism']"
tt1213663,"['paranoia', 'twin actresses for twin sisters', 'doppelganger', 'group therapy', 'alcoholic', 'self mutilation', 'crushed head', 'suspense', 'femme fatale', 'improvised weapon']"
tt1414382,"['video tape', 'wedding toast', 'dance class', 'cheer', 'cheerleading', 'homecoming queen', 'high school', 'doctor', 'hospital', 'treehouse']"
tt1213012,"['waterfall', 'anthropomorphic wolf', 'caribou', 'fist bump', 'tranquilizer dart', 'golf', 'woodpecker', 'porcupine', 'hit with a golf club', 'deadline']"
tt4669788,"['misogyny', ""women's rights"", 'equality', 'cancer', 'based on true story', 'courtroom', 'judge', 'teacher', 'caretaker', 'lawyer']"
tt0082329,"['premarital sex', 'sex scene', 'breasts', 'teenage girl', 'sexual awakening', 'obsessive love', 'mental illness', 'dysfunctional family', 'mental institution', 'arson']"
tt1067774,"['tied feet', 'high school graduate', '22 year old', '21 year old', '18 year old', 'impersonating someone', 'gagged with an apple', 'tied to a chair', 'gagged', 'hotel']"
tt4799050,"['wine tasting', 'stripper', 'sex scene', 'sexually liberated', 'adult diaper', 'death', 'blood', 'miami florida', 'club', 'phone']"
tt1741273,"['bacon', 'exposed thighs', 'remake', 'jarhead', 'american imperialism', 'legs', 'hiked skirt', 'post september 11 2001', 'secretive', 'private']"
tt0938330,"['silent hill', 'younger version of character', 'nightmare', 'adoptive father', 'alternate reality', 'on the run', '18th birthday', ""talking to one's reflection"", 'introduction', 'blood splatter']"
tt1730768,"['zoo', 'polish german relations', 'shooting an animal', 'hiding place', 'strong female protagonist', 'nazi', 'camel', 'happy ending', 'husband wife relationship', 'off screen rape']"
tt2039338,"['medical student', 'near death experience', 'medical experiment', 'flashback', 'remake', 'resurrection', 'hospital', 'hallucination', 'regret', 'redemption']"
tt1592525,"['space prison', 'sucked out an air lock', 'president', 'prison', 'maximum security prison', 'hostage', 'convict', 'secret service', 'suspended animation', ""character says 'we're making the world a better place'""]"
tt0770703,"['ex boyfriend', 'morning after', 'womanizer', 'fat suit', 'woman refusing sex', 'refusing sex', 'passionate kiss', 'one night stand', 'casual sex', 'female nudity']"
tt2503944,"['abusive boss', 'chef', 'restaurant', 'superiority complex', 'workplace bullying', 'employer patronizes employee', 'emotional abuse', 'abuse of power', 'abusive relationship', 'male diva']"
tt1712261,"['heist', 'corrupt cop', 'betrayal', 'police detective', 'two word title', 'topless female nudity', 'stripper', 'strip club', 'female rear nudity', 'murder of a police officer']"
tt2547584,"['lighthouse', 'husband wife relationship', 'lighthouse keeper', 'loss of husband', '1920s', 'year 1918', 'island', 'isolation', 'adopted child', 'based on novel']"
tt1228987,"['vampire', 'school', 'blood', '12 year old', 'girl', 'friend', 'bully', 'boy girl friendship', 'bullying', 'vampire girl']"
tt3960412,"['pop star', 'scene during end credits', 'full frontal male nudity', 'repetition in title', 'concert', 'mockumentary', 'male objectification', 'tank top', 'man wears a tank top', 'celebrity']"
tt2776878,"['soldier', 'u.s. soldier', 'american soldier', 'drug use', 'ecstasy', 'crying man', 'crying', 'homecoming soldier', 'ptsd', 'military']"
tt1532958,"['3 dimensional', 'dancing']"
tt1791528,"['ex boyfriend ex girlfriend relationship', 'drug trade', 'voice over narration', 'southern california', 'investigator', 'detective', 'based on novel', 'sex scene', 'title spoken by character', 'binoculars']"
tt2002718,"['murder of a police officer', 'time bomb', ""woman breaks a man's neck"", 'woman murders a man', 'murderess', 'wisecrack humor', 'grindhouse film', 'the white house', 'set up for unmade sequel', 'all star cast']"
tt1810683,"['faith', 'racial discrimination', 'world war two', 'spirituality', 'father son relationship', 'japanese', 'young boy', 'priest', 'reunion', 'japan']"
tt1629757,"['bare chested male', 'surfing', 'surfboard', 'notebook', 'letter', 'holding breath', 'treading water', 'mentorship', 'mentor', 'essay']"
tt2937898,"['new york city', 'american dream', 'oil', 'year 1981', 'immigrant', 'violence', 'child with gun', 'ambitious man', 'truck hijacking', 'oil truck']"
tt1571222,"['dream interpretation', '1900s', 'spanking a woman', 'erotic bondage', 'bare breast', 'cutter sailboat', 'sailing', 'adulterous husband', 'jew', 'transatlantic cruise']"
tt1781827,"['rematch', '1980s', 'boxing', 'sex scene', 'fight', 'boxing match', 'hunger', '1970s', 'bare breasts', 'panama']"
tt1366365,"['woman wears a bikini', 'sailing', 'murder of a police officer', 'duct tape gag', 'held captive', 'driving a car down stairs', 'ramming a car', 'car rollover', 'car crash', 'shooting a surveillance camera']"
tt1034415,"['telepathy', 'actress plays three characters', '1970s', 'intestines', 'academy', 'strange noise', 'spiritualism', 'bloodbath', 'good versus evil', 'mysterious disappearance']"
tt4778988,"['lyndon b. johnson character', 'robert f. kennedy character', 'john f. kennedy character', 'john f. kennedy assassination', 'acronym in title', '1960s', 'civil rights act of 1964', 'black maid', 'lady bird johnson character', 'u.s. vice president']"
tt3719896,"['bare chested male', 'coach', 'high school sweethearts', 'football movie', 'football team', 'american football', 'teammates', 'texas', 'university of texas', 'underdog']"
tt1013860,"['monster', 'vomiting', 'friendship', 'partner', 'battle', 'night', 'reluctant hero', 'bravery', 'courage', 'occult']"
tt1520498,"['pulled from theater', 'balloon', 'birthday']"
tt1251757,"['bare breasts', 'female nudity', 'topless female nudity', 'female rear nudity', 'nudity', 'porn video', 'watching a porn video', 'sex scene', 'nude photograph', 'oral sex']"
tt1175709,"['murder', 'home movie footage', 'murder investigation', 'double life', 'sex scene', 'marriage', 'dysfunctional marriage', 'female nudity', 'female district attorney', 'fictional character based on real life person']"
tt3707106,"['cigarette smoking', 'cheating wife', 'male rear nudity', 'male nudity', 'male in shower', 'bare chested male', 'real life husband and wife play husband and wife', 'overhead camera shot', 'teaching someone to play cards', 'blonde beast']"
tt1274300,"['storm at sea', 'spirit', 'banishment', 'sorcery', 'island', 'storm', 'drunkard', 'slave', 'sorceress', 'based on play']"
tt3319920,"['kiss', 'cemetery', 'police', 'year 1990', 'female rear nudity', 'satanic cult', 'regression therapy', '1990s', 'police detective', 'police investigation']"
tt5580390,"['underwater scene', 'mute woman', 'creature', 'interspecies romance', 'sign language', 'fish man', 'rescue', 'female protagonist', 'baltimore maryland', '1960s']"
tt1270262,"['debauchery', 'rape', 'psychopath', 'nudity', 'stripping', 'lust', 'body double', 'topless female nudity', 'voyeur', 'promiscuous woman']"
tt1284575,"['female nudity', 'topless female nudity', 'bad teacher', 'breast exam', 'female frontal nudity', 'nudity', 'fired from a job', 'cheating boyfriend', 'bribery', 'bare breasts']"
tt1700841,"['adult animation', 'sex scene', 'orgy', 'adult humor', 'supermarket', 'douche', 'eaten alive', 'gum', 'lesbian', 'severed head']"
tt0455407,"['rural setting', 'sheriff', 'deputy', 'survival', 'self sacrifice', 'house on fire', 'barn', 'pregnancy', 'car wash', 'quarantine']"
tt0110684,"['grandfather grandson relationship', 'father son relationship', 'small town', 'independent film', 'based on novel', 'bare breasts', 'flashing', 'breast flashing', 'braless', 'strip poker']"
tt0889573,"['sperm donor', 'mother son relationship', 'best friend', 'new york city', 'father son relationship', 'male female friendship', 'sperm', 'artificial insemination', 'new york', 'boy']"
tt1216492,"['ireland', 'pub', 'road trip', 'redhead', 'dublin ireland', 'marriage proposal', 'leap year', 'sharing a bed', 'kiss', 'love triangle']"
tt0816442,"['book', 'world war two', 'nazi', 'nazi germany', 'book burning', 'basement', 'girl', 'library', 'hiding', 'reading']"
tt0810922,"['sex scene', 'brother sister relationship', ""reference to guns n' roses"", 'black comedy', 'white boy raps', 'woman wears a bikini', 'friend', 'party', 'sister', 'night']"
tt1870529,"['school', 'children', 'teacher', 'inner city', 'parent', 'education', ""teachers' union"", 'strong female character', 'strong female lead', 'f rated']"
tt6495770,"['jackass star', 'theme park', 'bear mascot', 'petting zoo', 'alpine slide', 'bare breasts', 'mascot', 'amusement park', 'running away', 'water park']"
